"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	
922	132	110	302	533	376	484	138	196	438	2025	981	1490	646	479	316	299	135	302	113	325	465	174	770	209	692	403	493	793	520	353	606	485	356	184	284	235	
942	132	109	312	545	379	502	139	202	471	2049	1008	1553	673	489	324	313	140	310	107	347	496	182	769	214	707	412	513	834	535	364	629	511	364	187	307	251	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
548	71	77	179	369	257	268	66	140	262	1194	686	794	418	251	143	202	84	140	88	201	268	113	485	131	487	278	321	526	352	194	415	327	222	89	172	141	
59	34	13	58	73	64	62	31	17	50	113	51	34	50	55	49	28	16	49	9	38	80	23	96	39	75	38	46	68	42	45	44	50	34	42	29	26	
335	27	19	75	103	58	172	42	45	159	742	271	725	205	183	132	83	40	121	10	108	148	46	188	44	145	96	146	240	141	125	170	134	108	56	106	84	
59	34	13	58	73	64	62	31	17	50	113	51	34	50	55	49	28	16	49	9	38	80	23	96	39	75	38	46	68	42	45	44	50	34	42	29	26	
548	71	77	179	369	257	268	66	140	262	1194	686	794	418	251	143	202	84	140	88	201	268	113	485	131	487	278	321	526	352	194	415	327	222	89	172	141	
0	0	0	1	3	0	2	0	0	0	10	2	10	0	3	1	0	0	2	0	2	2	1	6	1	6	0	2	0	1	3	7	2	0	0	2	0	
607	105	90	236	439	321	328	97	157	312	1297	735	818	468	303	191	230	100	187	97	237	346	135	575	169	556	316	365	594	393	236	452	375	256	131	199	167	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	2	4	3	1	2	0	1	7	2	2	1	0	1	0	0	0	0	1	5	0	3	3	2	0	4	4	1	3	3	1	2	0	1	0	
130	6	5	27	56	18	31	10	1	11	152	78	111	35	25	24	17	4	13	8	11	33	5	58	22	35	19	32	61	20	17	54	81	10	2	13	11	
20	3	10	9	26	28	27	15	6	15	51	6	52	18	13	14	17	9	7	7	5	17	9	34	11	28	17	13	40	20	17	28	27	10	5	16	8	
454	95	75	194	348	268	264	64	144	283	1061	645	632	411	263	148	193	87	165	82	217	289	120	476	129	486	278	312	487	350	190	357	260	231	120	168	147	
2	0	0	1	1	1	2	2	0	1	11	1	2	0	1	1	1	0	0	0	0	2	0	2	0	3	2	2	1	1	6	2	2	0	1	0	1	
1	0	0	3	1	2	3	3	2	1	10	1	13	2	0	1	0	0	1	0	0	0	0	2	3	2	0	1	1	0	3	7	4	1	2	1	0	
0	0	0	0	1	0	0	1	0	0	3	1	6	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0	
0	0	0	0	2	1	0	0	4	0	2	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
