"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	
889	227	285	843	395	264	534	170	524	113	317	303	121	186	294	271	401	382	159	159	352	304	119	677	130	635	141	271	177	251	121	576	1111	1038	1183	1298	1131	1273	1453	154	204	535	112	410	177	97	614	274	
905	230	335	870	410	265	580	185	550	115	320	310	125	195	315	275	430	435	180	160	355	310	115	700	130	700	150	275	185	255	125	590	1070	1045	1215	1390	1140	1300	1530	155	210	555	111	440	177	97	630	285	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
677	165	149	561	277	169	429	115	385	81	219	215	81	121	232	242	288	262	133	110	280	170	88	537	114	555	103	158	117	181	77	460	634	723	659	799	710	851	1188	130	167	439	91	354	136	57	558	212	
104	35	92	91	83	47	94	52	113	31	89	80	31	44	58	27	63	82	24	47	57	96	20	139	15	56	36	85	46	47	16	94	144	69	153	102	77	147	145	16	17	46	14	46	36	37	50	31	
124	30	94	218	50	49	57	18	52	3	12	15	13	30	25	6	79	91	23	3	18	44	7	24	1	89	11	32	22	27	32	36	292	253	403	489	353	302	197	9	26	70	6	40	5	3	22	42	
104	35	92	91	83	47	94	52	113	31	89	80	31	44	58	27	63	82	24	47	57	96	20	139	15	56	36	85	46	47	16	94	144	69	153	102	77	147	145	16	17	46	14	46	36	37	50	31	
677	165	149	561	277	169	429	115	385	81	219	215	81	121	232	242	288	262	133	110	280	170	88	537	114	555	103	158	117	181	77	460	634	723	659	799	710	851	1188	130	167	439	91	354	136	57	558	212	
4	1	2	7	1	1	0	0	1	0	0	0	0	5	0	0	2	2	0	0	2	0	0	8	1	2	0	1	0	2	0	4	10	12	9	7	6	6	9	1	3	20	0	2	0	0	0	0	
777	199	239	645	359	215	523	167	497	112	308	295	112	160	290	269	349	342	157	157	335	266	108	668	128	609	139	242	163	226	93	550	768	780	803	894	781	992	1324	145	181	465	105	398	172	94	608	243	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	0	7	1	1	1	0	2	0	0	0	0	0	1	0	0	1	0	0	2	2	0	3	1	0	0	1	1	0	0	2	5	5	6	9	10	5	7	1	2	0	1	0	1	0	0	0	
65	10	6	59	27	21	18	5	48	2	2	7	6	10	1	3	16	23	4	18	21	10	4	32	2	13	5	15	10	21	12	38	115	99	80	112	122	87	131	11	11	29	3	22	5	0	7	32	
21	19	17	37	24	18	13	4	41	3	7	3	4	8	1	2	16	15	2	9	9	17	4	24	3	3	1	7	6	10	3	21	43	41	44	63	55	62	72	11	9	16	5	12	3	6	3	4	
670	168	213	525	304	168	488	158	397	107	298	284	101	139	284	263	313	295	151	129	295	232	98	602	122	592	128	214	146	189	77	480	593	618	657	682	578	815	1095	121	158	410	93	361	163	87	598	205	
4	0	1	6	1	3	0	0	6	0	1	0	0	2	1	0	3	2	0	1	7	4	1	2	0	0	2	4	0	1	1	4	4	7	5	11	6	4	4	0	0	4	1	0	0	1	0	0	
8	1	0	6	1	0	2	0	0	0	0	1	1	0	0	0	1	3	0	0	1	0	0	2	0	1	3	1	0	2	0	4	5	5	5	8	4	10	6	0	0	4	2	3	0	0	0	2	
3	0	2	1	1	3	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	4	3	6	2	3	7	0	1	1	0	0	0	0	0	0	
4	0	0	4	0	1	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	2	1	3	3	4	6	2	1	0	1	0	0	0	0	0	0	
