"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	
2021	151	190	415	1961	550	1074	1219	159	1719	1182	1229	726	1462	2070	1986	1257	120	872	551	532	518	
2020	145	186	408	1955	536	1074	1200	150	1702	1182	1233	715	1462	2070	1986	1232	110	821	545	532	518	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1889	117	154	373	1831	497	969	1075	132	1511	1066	1112	672	1320	1879	1797	1131	94	764	505	488	475	
126	18	18	18	105	12	95	108	8	154	105	109	14	129	179	176	66	8	46	19	39	38	
5	10	14	17	19	27	10	17	10	37	11	12	29	13	12	13	35	8	11	21	5	5	
126	18	18	18	105	12	95	108	8	154	105	109	14	129	179	176	66	8	46	19	39	38	
1889	117	154	373	1831	497	969	1075	132	1511	1066	1112	672	1320	1879	1797	1131	94	764	505	488	475	
6	3	3	2	0	3	4	3	2	7	3	6	5	6	5	5	7	3	4	6	4	4	
2009	132	169	389	1936	506	1060	1180	138	1658	1168	1215	681	1443	2053	1968	1190	99	806	518	523	509	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	1	2	3	2	3	2	2	4	2	1	2	2	3	2	1	1	2	3	2	2	
42	3	2	12	36	15	29	35	4	42	43	34	22	36	26	38	76	3	67	6	16	12	
7	2	3	7	25	5	15	14	5	26	5	8	12	10	8	7	3	4	16	18	14	4	
1948	123	160	363	1859	479	1001	1118	121	1575	1111	1165	637	1389	2005	1910	1089	87	713	485	484	485	
2	1	1	2	5	2	3	4	2	3	3	1	3	2	4	3	14	1	2	2	1	1	
2	1	1	1	3	1	2	2	2	2	1	2	2	1	1	2	4	1	6	2	3	2	
1	0	0	1	2	1	3	2	1	2	1	2	1	1	2	3	2	1	0	1	2	1	
4	1	1	1	3	1	4	3	1	4	2	2	2	2	4	3	1	1	0	1	1	2	
