"УИК №1849"	"УИК №1850"	"УИК №1851"	"УИК №1852"	"УИК №1853"	"УИК №1854"	"УИК №1855"	"УИК №1856"	"УИК №1857"	"УИК №1858"	"УИК №1859"	"УИК №1860"	"УИК №1861"	"УИК №1862"	"УИК №1863"	"УИК №1864"	"УИК №1865"	"УИК №1866"	"УИК №1867"	"УИК №1868"	"УИК №1869"	"УИК №1870"	"УИК №1871"	"УИК №1872"	"УИК №1873"	"УИК №1874"	"УИК №1875"	"УИК №1876"	"УИК №1877"	"УИК №1878"	"УИК №1879"	"УИК №1880"	"УИК №1881"	"УИК №1882"	"УИК №1883"	"УИК №1884"	"УИК №1885"	"УИК №1886"	"УИК №1887"	"УИК №1888"	"УИК №1889"	"УИК №1890"	
1661	788	1559	2234	2400	2970	1335	280	342	228	649	613	241	106	301	348	440	303	175	389	165	220	557	211	136	575	323	438	82	131	187	781	147	426	137	216	392	259	257	217	368	197	
1674	794	1579	2206	2446	2787	1351	284	338	222	679	651	248	98	321	371	440	306	179	396	167	230	578	214	139	574	329	448	79	134	194	791	146	450	134	231	383	256	251	217	392	193	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
786	349	764	1119	1102	1404	503	165	200	100	329	333	162	64	142	152	186	145	72	171	88	95	223	101	79	275	134	233	44	82	94	311	46	219	64	102	206	113	139	96	186	113	
19	7	12	94	76	115	10	3	14	8	12	2	1	2	20	23	29	16	11	14	10	5	8	5	2	16	17	19	0	2	8	5	2	9	10	6	5	26	16	9	28	0	
869	438	803	993	1268	1268	838	116	124	114	338	316	85	32	159	196	225	145	96	211	69	130	347	108	58	283	178	196	35	50	92	475	98	222	60	123	172	117	96	112	178	80	
19	7	12	94	76	115	10	3	14	8	12	2	1	2	20	23	29	16	11	14	10	5	8	5	2	16	17	19	0	2	8	5	2	9	10	6	5	26	16	9	28	0	
784	349	764	1119	1102	1404	502	165	200	100	329	333	162	64	142	152	186	145	72	171	88	95	223	101	79	275	134	233	44	82	94	311	46	219	64	102	206	113	139	96	186	113	
15	2	12	11	12	8	4	0	1	0	0	2	1	0	2	5	1	0	1	1	0	1	2	0	2	2	1	2	0	0	0	3	0	0	0	0	0	0	1	0	2	0	
788	354	764	1202	1166	1511	508	168	213	108	341	333	162	66	160	170	214	161	82	184	98	99	229	106	79	289	150	250	44	84	102	313	48	228	74	108	211	139	154	105	212	113	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	1	5	14	7	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	2	0	0	1	1	1	1	1	0	1	1	0	0	0	0	
175	84	173	250	235	352	106	24	27	22	43	44	21	13	20	24	38	19	4	30	8	13	43	19	15	39	17	27	11	16	12	30	1	18	0	14	45	6	13	11	28	15	
40	14	38	56	44	64	28	5	6	3	12	26	5	5	6	5	9	3	4	6	2	1	10	4	2	17	7	5	1	1	5	23	7	4	5	6	10	6	7	7	5	2	
535	245	527	859	855	1048	363	135	174	81	274	256	129	46	130	138	163	139	73	147	86	83	169	78	62	227	124	214	30	67	82	252	39	197	68	87	150	125	132	86	176	95	
13	5	15	19	12	18	3	3	3	2	7	3	3	2	3	1	0	0	0	1	2	2	5	4	0	0	1	2	1	0	2	5	0	3	0	1	4	0	2	1	1	1	
6	2	4	6	4	3	2	0	2	0	2	1	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	
6	3	3	2	1	6	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
11	0	3	5	1	13	2	0	0	0	2	2	4	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	
