"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1269"	"УИК №1270"	"УИК №1271"	"УИК №1272"	"УИК №1273"	"УИК №1274"	"УИК №1275"	"УИК №1276"	"УИК №1277"	"УИК №1279"	"УИК №1280"	"УИК №1282"	"УИК №1284"	
384	469	339	601	751	752	602	278	675	1053	431	526	502	532	743	503	632	141	145	210	156	75	437	96	261	225	324	250	234	510	420	168	236	169	575	523	
350	460	310	470	620	710	590	250	640	1000	380	500	490	510	715	450	550	135	135	195	150	75	430	94	250	215	330	230	230	500	410	156	220	160	560	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268	366	221	386	562	539	432	233	478	889	285	414	438	433	607	385	519	127	127	175	112	60	345	62	235	182	232	168	186	453	375	143	187	145	475	397	
51	22	35	25	18	15	81	17	85	51	95	39	21	40	0	29	30	0	8	15	29	6	36	15	12	20	40	34	44	27	34	13	29	9	56	51	
31	72	54	59	40	156	77	0	77	60	0	47	31	37	108	36	1	8	0	5	9	9	49	17	3	13	58	28	0	20	1	0	4	6	29	52	
51	22	35	25	18	15	81	17	85	51	95	39	21	40	0	29	30	0	8	15	29	6	36	15	12	20	40	34	44	27	34	13	29	9	56	51	
268	366	221	386	561	539	432	233	478	889	285	414	438	433	606	385	519	127	127	175	112	60	345	62	235	182	232	168	186	453	375	143	187	145	475	397	
2	7	3	6	18	11	8	2	6	8	1	6	2	7	16	2	11	0	0	3	0	0	1	0	6	2	0	1	0	0	0	0	3	0	0	6	
317	381	253	405	561	543	505	248	557	932	379	447	457	466	590	412	538	127	135	187	141	66	380	77	241	200	272	201	230	480	409	156	213	154	531	442	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	0	2	2	3	3	3	4	2	0	1	1	0	7	1	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	2	2	2	
37	44	34	83	101	103	70	17	45	28	28	50	38	24	107	50	73	5	6	9	1	1	35	1	12	12	16	13	3	38	59	5	18	8	36	46	
15	21	12	26	27	21	22	16	28	22	13	20	15	16	16	27	20	5	5	11	3	1	18	2	9	4	16	10	4	22	11	9	1	4	20	16	
251	300	198	268	410	396	397	209	463	854	332	365	398	420	334	332	427	117	124	166	136	62	318	74	215	182	234	176	222	410	335	142	186	134	463	372	
5	7	3	12	8	6	6	2	13	11	3	5	2	2	71	1	2	0	0	0	1	0	3	0	0	0	1	1	1	5	4	0	4	2	4	1	
2	2	3	7	10	6	3	1	0	9	1	3	1	2	2	0	2	0	0	0	0	2	3	0	0	0	3	0	0	4	0	0	0	4	3	2	
2	4	1	3	2	4	4	0	2	3	2	0	1	1	27	1	6	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	
1	2	2	4	1	4	0	0	2	3	0	3	1	1	26	0	3	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	2	0	2	2	
