"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	"УИК №494"	"УИК №495"	
1533	2084	1650	354	825	368	240	243	181	524	274	157	302	209	199	232	289	221	685	265	422	170	486	688	214	269	339	157	376	183	
1500	2000	1700	330	800	320	220	240	180	520	250	150	300	190	190	230	330	200	620	260	400	160	500	700	200	300	320	160	350	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
982	1294	1166	224	501	275	173	160	120	395	180	106	175	163	143	176	172	149	434	166	310	117	328	455	181	212	289	132	265	135	
124	129	138	40	111	40	38	66	46	98	49	24	57	20	40	33	117	31	135	53	64	40	72	101	17	57	31	18	46	26	
394	577	396	66	188	5	9	14	14	27	21	20	68	7	7	21	41	20	51	41	26	3	100	144	2	31	0	10	39	19	
124	129	138	40	111	40	38	66	46	98	49	24	57	20	40	33	117	31	135	53	64	40	72	101	17	57	31	18	46	26	
982	1294	1166	224	501	275	173	160	120	395	180	106	175	163	143	176	172	149	433	166	310	117	328	455	181	212	289	132	265	135	
24	14	8	1	6	4	0	5	0	0	1	0	2	3	0	0	2	1	4	0	1	0	1	6	0	0	0	0	3	4	
1082	1409	1296	263	606	311	211	221	166	493	228	130	230	180	183	209	287	179	564	219	373	157	399	550	198	269	320	150	308	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	9	3	2	1	3	1	1	1	8	1	0	1	2	0	0	1	1	4	0	0	0	1	1	1	0	3	0	1	1	
105	143	77	51	48	29	9	9	14	17	14	3	17	10	9	16	13	3	37	49	15	7	33	56	3	9	5	4	15	14	
30	65	39	14	48	18	6	8	5	14	6	7	18	20	3	6	6	7	32	10	17	4	3	36	3	7	11	3	24	7	
930	1152	1165	194	496	257	193	200	144	443	203	120	192	147	170	182	261	167	481	156	336	145	358	454	190	249	295	143	267	130	
7	9	3	0	4	0	1	1	1	4	1	0	2	0	0	0	2	1	4	2	0	1	2	0	0	1	3	0	0	1	
3	15	1	1	1	3	1	1	0	2	1	0	0	1	1	4	2	0	4	1	4	0	2	2	1	2	1	0	0	3	
2	7	4	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	
1	9	4	0	6	1	0	1	0	5	2	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	0	0	1	
