"УИК №218"	"УИК №219"	"УИК №220"	"УИК №225"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	
1970	1385	1637	1650	2573	2671	2754	520	2540	2544	2184	2678	2570	2219	1956	2432	2517	1498	2179	2010	1780	1184	2057	1108	1696	2310	1212	1458	391	2419	2707	2333	2986	2739	2730	1872	2229	2212	1583	1795	2466	1452	2664	1825	2838	1758	2785	1381	
1700	1220	1300	1300	2100	2200	2200	523	2100	2100	2000	2200	2100	2000	1600	2100	2100	1100	1800	1700	1400	900	1800	900	1300	2000	900	1100	397	2000	2200	2000	2300	2300	2300	1500	1800	1800	1200	1400	2100	1100	2200	1400	2500	1400	2300	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1232	961	855	1087	1561	1699	1725	282	1515	1553	1434	1695	1534	1436	1201	1453	1420	896	1318	1231	850	747	1100	604	1089	1305	793	884	287	1471	1595	1443	1856	1602	1618	1106	1373	1253	825	1147	1377	887	1526	1104	1606	973	1188	816	
31	9	91	23	16	28	20	116	21	25	26	23	29	19	18	43	47	31	50	28	200	22	179	16	18	36	36	20	88	25	43	17	28	20	43	15	21	25	45	20	35	21	31	67	65	39	31	34	
437	250	354	190	523	473	455	125	564	522	540	482	537	545	381	604	633	173	432	441	350	131	521	280	193	659	71	196	22	504	562	540	416	678	639	379	406	522	330	233	688	192	643	229	829	388	1081	150	
31	9	91	23	16	28	20	116	21	25	26	23	29	19	18	43	47	31	50	28	200	22	179	16	18	36	36	20	88	25	43	17	28	20	43	15	21	25	45	20	35	21	31	67	65	39	31	34	
1232	961	855	1087	1561	1697	1725	282	1515	1551	1430	1695	1534	1436	1201	1453	1418	895	1317	1228	850	747	1099	604	1089	1305	792	884	287	1471	1594	1442	1856	1602	1618	1106	1372	1252	825	1147	1377	887	1526	1037	1605	973	1188	816	
13	15	4	4	10	15	18	11	19	11	22	18	18	8	6	16	10	14	18	10	20	7	12	6	9	11	4	10	13	10	13	17	19	12	13	10	16	9	8	10	15	6	17	8	16	13	7	6	
1250	955	942	1106	1567	1710	1727	387	1517	1565	1434	1700	1545	1447	1213	1480	1455	912	1349	1246	1030	762	1266	614	1098	1330	824	894	362	1486	1624	1442	1865	1610	1648	1111	1377	1268	862	1157	1397	902	1540	1096	1654	999	1212	844	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

14	1	5	11	14	17	11	5	7	11	11	14	13	19	11	19	12	3	8	11	10	11	14	6	9	24	8	7	8	13	7	13	16	16	15	11	9	13	11	14	12	16	13	9	6	8	15	7	
181	107	125	151	247	281	232	35	187	241	171	253	206	206	169	205	229	100	197	192	144	119	178	85	157	185	140	153	22	227	221	202	267	247	237	181	212	188	126	193	203	137	229	158	243	138	171	111	
84	93	73	99	123	116	127	35	114	133	121	118	118	89	101	121	114	85	112	86	61	63	108	48	79	102	37	52	46	82	113	113	141	121	115	78	119	107	82	71	123	78	118	73	147	104	113	68	
894	714	695	788	1092	1207	1253	297	1128	1107	1046	1210	1108	1045	874	1057	1034	675	953	881	738	505	863	443	791	936	571	605	274	1053	1175	1039	1331	1105	1218	786	966	892	594	813	987	621	1085	798	1179	697	867	594	
24	18	12	19	39	39	30	7	34	22	36	38	43	40	20	29	22	21	23	27	28	25	44	10	18	30	35	30	5	43	47	28	53	49	25	23	23	17	14	26	28	17	39	25	26	22	15	30	
13	7	6	14	13	9	10	3	13	11	9	16	16	10	8	8	12	6	10	7	7	6	10	4	11	12	8	11	2	10	14	10	9	13	12	4	6	10	8	10	10	7	10	5	8	6	9	8	
15	6	14	12	13	22	36	2	15	20	24	22	14	15	12	18	12	8	23	19	13	7	23	11	12	19	8	9	1	31	25	17	20	20	18	12	9	23	11	13	15	10	19	12	26	13	17	11	
25	9	12	12	26	19	28	3	19	20	16	29	27	23	18	23	20	14	23	23	29	26	26	7	21	22	17	27	4	27	22	20	28	39	8	16	33	18	16	17	19	16	27	16	19	11	5	15	
