"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	
1087	585	1002	848	1027	891	601	680	278	488	828	317	159	832	306	266	761	315	522	225	782	342	159	374	715	541	463	282	193	143	293	413	233	
1149	601	1070	888	1107	951	647	712	276	476	873	333	157	878	314	266	827	310	557	232	823	351	164	394	762	583	484	298	209	144	301	435	238	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631	501	694	643	724	606	442	502	220	345	714	251	135	633	244	206	557	229	413	178	623	253	116	280	559	432	371	235	147	99	240	353	159	
168	72	68	100	112	94	67	56	18	81	49	41	9	120	39	41	145	69	83	36	94	54	19	54	79	61	63	27	31	31	51	52	46	
350	28	308	145	271	251	138	154	38	50	110	41	13	125	31	19	125	12	61	18	106	44	29	60	124	90	50	36	31	14	10	30	33	
168	72	68	100	112	94	67	56	18	81	49	41	9	120	39	41	145	69	83	36	94	54	19	54	79	61	63	27	31	31	51	52	46	
631	501	694	643	724	606	442	502	220	345	714	251	135	633	244	206	557	229	413	178	623	253	116	280	559	432	371	235	147	99	240	353	159	
4	0	9	3	6	2	2	0	2	0	4	0	0	6	1	1	1	0	1	0	2	3	0	1	0	2	0	0	0	0	0	4	1	
795	573	753	740	830	698	507	558	236	426	759	292	144	747	282	246	701	298	495	214	715	304	135	333	638	491	434	262	178	130	291	401	204	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	4	1	3	1	4	3	3	2	1	2	0	2	2	1	1	1	2	0	1	1	1	1	3	1	0	2	1	0	0	0	1	
53	5	111	58	124	47	72	65	9	35	33	10	11	30	22	11	27	4	13	3	42	15	11	15	43	30	33	11	6	5	6	3	7	
35	2	58	19	52	21	25	36	4	14	32	11	4	18	17	9	17	6	4	7	8	14	6	13	12	12	2	5	4	2	1	3	6	
692	565	561	650	633	618	402	447	216	369	683	265	129	694	236	225	651	285	472	204	654	269	115	301	568	442	396	242	165	122	283	393	187	
1	0	5	3	5	3	1	3	2	1	1	0	0	1	5	0	1	0	1	0	1	3	2	1	3	2	0	1	1	0	0	1	0	
8	0	11	5	6	6	1	2	2	2	3	3	0	1	0	0	2	1	2	0	7	1	0	2	7	3	1	1	1	0	1	0	2	
4	0	0	1	3	0	2	1	0	3	2	1	0	1	0	0	1	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	
1	0	3	3	4	2	0	1	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	1	0	1	1	
