"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	"УИК №1269"	"УИК №1270"	"УИК №1271"	"УИК №1272"	
1597	1223	493	1596	1543	1703	498	1131	526	2285	2353	837	1197	433	1369	2187	1317	1969	2495	2006	2528	2149	2000	2440	334	
1200	1000	400	1400	1300	1300	450	950	400	1900	2000	700	900	400	1100	2000	1300	2087	2000	1700	2200	1900	1600	1900	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754	802	239	1012	997	1234	376	840	359	1808	1837	557	836	325	907	1593	973	1728	1482	1317	1544	1717	1547	1594	218	
70	59	15	69	80	60	30	61	31	51	76	32	64	32	39	53	29	11	62	52	35	64	37	59	23	
376	139	146	319	223	6	44	49	10	41	87	111	0	43	154	354	298	348	456	331	621	119	16	247	59	
70	59	15	69	80	60	30	61	31	51	76	32	64	32	39	53	29	11	62	52	35	64	37	59	23	
754	802	239	1012	996	1234	376	840	359	1808	1837	557	836	325	907	1593	973	1728	1478	1317	1544	1717	1547	1594	218	
7	14	1	19	16	30	10	16	6	26	25	4	10	8	20	37	16	31	23	22	31	27	26	33	0	
817	847	253	1062	1060	1264	396	885	384	1833	1888	585	890	349	926	1609	986	1708	1517	1347	1548	1754	1558	1620	241	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	3	1	8	5	5	3	9	1	13	4	3	5	1	4	8	8	2	14	9	14	12	23	14	0	
139	110	19	145	118	257	53	162	56	158	172	90	75	26	114	264	117	214	321	372	309	418	402	384	57	
9	14	7	69	64	33	9	27	10	44	22	26	35	16	53	130	98	73	56	51	62	61	56	60	28	
634	694	221	809	840	921	321	652	303	1564	1659	451	754	290	731	1157	742	1380	1057	846	1093	1202	1022	1104	149	
15	9	3	15	12	18	6	11	4	22	9	2	10	5	11	33	12	30	19	19	32	22	18	19	1	
11	5	1	8	6	8	1	11	3	12	7	12	7	4	4	10	4	4	17	22	11	13	20	18	2	
2	4	1	3	9	8	1	7	3	11	7	1	3	5	8	2	4	4	15	12	13	13	4	13	2	
4	8	0	5	6	14	2	6	4	9	8	0	1	2	1	5	1	1	18	16	14	13	13	8	2	
