"УИК №1032"	"УИК №1033"	"УИК №1034"	"УИК №1035"	"УИК №1036"	"УИК №1037"	"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	"УИК №1042"	"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	"УИК №1060"	"УИК №1061"	"УИК №1062"	
1513	2573	447	138	167	142	503	310	608	860	266	279	1318	295	227	186	454	406	546	702	348	459	743	159	362	417	523	136	125	263	291	
1300	2300	400	130	160	130	500	280	560	800	250	250	1250	280	220	180	450	350	540	670	330	420	700	150	330	400	520	120	120	230	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
895	1574	281	61	94	69	298	162	295	375	105	72	770	173	99	49	188	210	235	393	196	223	328	54	210	159	270	64	53	110	135	
157	174	70	43	33	47	69	45	148	129	74	110	171	35	59	85	159	102	213	133	93	80	153	35	68	88	50	40	45	101	65	
248	552	49	26	33	14	133	73	117	296	71	68	309	72	62	46	103	38	92	144	41	117	219	61	52	153	200	16	22	19	70	
157	174	70	43	33	47	69	45	148	129	74	110	171	35	59	85	159	102	213	133	93	80	153	35	68	88	50	40	45	101	65	
895	1574	281	61	94	69	298	162	295	375	105	72	770	173	99	49	188	210	235	393	196	223	328	54	210	159	270	64	53	110	135	
8	21	1	2	2	1	2	2	1	2	0	0	10	5	0	2	0	5	0	5	4	0	7	0	1	2	2	0	0	1	3	
1044	1727	350	102	125	115	365	205	442	502	179	182	931	203	158	132	347	307	448	521	285	303	474	89	277	245	318	104	98	210	197	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	8	2	1	0	0	0	0	1	5	2	1	4	1	1	1	0	3	0	2	0	0	2	0	2	0	1	1	0	0	0	
122	221	13	3	6	1	26	13	33	31	3	5	151	26	16	9	25	40	12	39	11	32	52	9	19	9	37	7	9	6	8	
62	123	16	8	3	4	18	11	12	29	8	2	58	13	13	8	14	19	22	45	9	39	30	5	27	16	25	4	1	10	11	
832	1346	318	89	114	110	315	180	389	429	161	171	711	160	125	112	307	242	406	434	262	228	385	74	227	216	249	91	88	185	178	
8	7	0	0	1	0	1	0	5	1	3	1	2	2	0	1	1	1	2	1	0	1	2	0	0	0	0	0	0	6	0	
11	6	0	0	1	0	3	0	0	2	1	2	3	1	3	1	0	1	1	0	2	2	2	1	0	1	4	0	0	3	0	
1	8	1	1	0	0	2	1	1	4	1	0	1	0	0	0	0	0	4	0	0	1	1	0	0	2	2	1	0	0	0	
3	8	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	
